step,action,attribute,prob_acceptance,temp,dispersal,impurity,energy
53,merge,concept:name,1.000000,0.694428,0.000000,1.000000,0.000000
53,split,case:customer_type,1.000000,0.694428,0.000000,0.768622,-0.375804
53,merge,case:customer_type,0.582067,0.694428,0.000000,1.000000,0.000000
53,split,case:customer_type,1.000000,0.694428,0.000000,0.768622,-0.375804
54,merge,case:customer_type,0.565722,0.659707,0.000000,1.000000,0.000000
54,split,concept:name,1.000000,0.659707,0.505051,1.000000,0.000000
54,split,case:customer_type,1.000000,0.659707,0.252525,0.768622,-0.353372
54,merge,concept:name,1.000000,0.659707,0.000000,0.768622,-0.375804
55,split,concept:name,0.964840,0.626722,0.252525,0.768622,-0.353372
55,merge,case:customer_type,0.569019,0.626722,0.505051,1.000000,0.000000
55,split,case:customer_type,1.000000,0.626722,0.252525,0.768622,-0.353372
55,merge,concept:name,1.000000,0.626722,0.000000,0.768622,-0.375804
56,None,None,0.531956,0.595386,0.000000,0.768622,-0.375804
56,None,None,0.531956,0.595386,0.000000,0.768622,-0.375804
56,merge,case:customer_type,0.531956,0.595386,0.000000,1.000000,0.000000
56,split,case:customer_type,1.000000,0.595386,0.000000,0.768622,-0.375804
57,merge,case:customer_type,0.514575,0.565616,0.000000,1.000000,0.000000
57,split,case:customer_type,1.000000,0.565616,0.000000,0.768622,-0.375804
57,None,None,0.514575,0.565616,0.000000,0.768622,-0.375804
57,merge,case:customer_type,0.514575,0.565616,0.000000,1.000000,0.000000
58,split,case:customer_type,1.000000,0.537335,0.000000,0.768622,-0.375804
58,None,None,0.496891,0.537335,0.000000,0.768622,-0.375804
58,split,concept:name,0.959112,0.537335,0.252525,0.768622,-0.353372
58,merge,case:customer_type,0.518074,0.537335,0.505051,1.000000,0.000000
59,split,case:customer_type,1.000000,0.510469,0.252525,0.768622,-0.353372
59,merge,concept:name,1.000000,0.510469,0.000000,0.768622,-0.375804
59,merge,case:customer_type,0.478934,0.510469,0.000000,1.000000,0.000000
59,split,concept:name,1.000000,0.510469,0.505051,1.000000,0.000000
60,merge,concept:name,1.000000,0.484945,0.000000,1.000000,0.000000
60,split,case:customer_type,1.000000,0.484945,0.000000,0.768622,-0.375804
60,None,None,0.460731,0.484945,0.000000,0.768622,-0.375804
60,split,concept:name,0.954796,0.484945,0.252525,0.768622,-0.353372
61,None,None,0.464388,0.460698,0.252525,0.768622,-0.353372
61,merge,concept:name,1.000000,0.460698,0.000000,0.768622,-0.375804
61,merge,case:customer_type,0.442318,0.460698,0.000000,1.000000,0.000000
61,split,concept:name,1.000000,0.460698,0.505051,1.000000,0.000000
62,split,case:customer_type,1.000000,0.437663,0.252525,0.768622,-0.353372
62,merge,concept:name,1.000000,0.437663,0.000000,0.768622,-0.375804
62,merge,case:customer_type,0.423730,0.437663,0.000000,1.000000,0.000000
62,split,concept:name,1.000000,0.437663,0.505051,1.000000,0.000000
63,split,case:customer_type,1.000000,0.415780,0.252525,0.768622,-0.353372
63,merge,concept:name,1.000000,0.415780,0.000000,0.768622,-0.375804
63,split,concept:name,0.947478,0.415780,0.252525,0.768622,-0.353372
63,merge,concept:name,1.000000,0.415780,0.000000,0.768622,-0.375804
64,split,concept:name,0.944791,0.394991,0.252525,0.768622,-0.353372
64,merge,concept:name,1.000000,0.394991,0.000000,0.768622,-0.375804
64,merge,case:customer_type,0.386191,0.394991,0.000000,1.000000,0.000000
64,split,concept:name,1.000000,0.394991,0.505051,1.000000,0.000000
65,split,case:customer_type,1.000000,0.375241,0.252525,0.768622,-0.353372
65,merge,concept:name,1.000000,0.375241,0.000000,0.768622,-0.375804
65,None,None,0.367329,0.375241,0.000000,0.768622,-0.375804
65,merge,case:customer_type,0.367329,0.375241,0.000000,1.000000,0.000000
66,split,concept:name,1.000000,0.356479,0.505051,1.000000,0.000000
66,split,case:customer_type,1.000000,0.356479,0.252525,0.768622,-0.353372
66,merge,concept:name,1.000000,0.356479,0.000000,0.768622,-0.375804
66,split,concept:name,0.939012,0.356479,0.252525,0.768622,-0.353372
67,merge,concept:name,1.000000,0.338655,0.000000,0.768622,-0.375804
67,None,None,0.329660,0.338655,0.000000,0.768622,-0.375804
67,split,concept:name,0.935907,0.338655,0.252525,0.768622,-0.353372
67,merge,concept:name,1.000000,0.338655,0.000000,0.768622,-0.375804
68,None,None,0.310958,0.321723,0.000000,0.768622,-0.375804
68,None,None,0.310958,0.321723,0.000000,0.768622,-0.375804
68,None,None,0.310958,0.321723,0.000000,0.768622,-0.375804
68,None,None,0.310958,0.321723,0.000000,0.768622,-0.375804
69,None,None,0.929234,0.305636,0.000000,0.768622,-0.375804
69,split,concept:name,0.929234,0.305636,0.252525,0.768622,-0.353372
69,merge,concept:name,1.000000,0.305636,0.000000,0.768622,-0.375804
69,split,concept:name,0.929234,0.305636,0.252525,0.768622,-0.353372
70,merge,concept:name,1.000000,0.290355,0.000000,0.768622,-0.375804
70,None,None,0.274092,0.290355,0.000000,0.768622,-0.375804
70,split,concept:name,0.925651,0.290355,0.252525,0.768622,-0.353372
70,None,None,0.296107,0.290355,0.252525,0.768622,-0.353372
71,None,None,0.277735,0.275837,0.252525,0.768622,-0.353372
71,merge,case:customer_type,0.277735,0.275837,0.505051,1.000000,0.000000
71,split,case:customer_type,1.000000,0.275837,0.252525,0.768622,-0.353372
71,None,None,0.277735,0.275837,0.252525,0.768622,-0.353372
72,merge,concept:name,1.000000,0.262045,0.000000,0.768622,-0.375804
72,split,concept:name,0.917958,0.262045,0.252525,0.768622,-0.353372
72,None,None,0.259626,0.262045,0.252525,0.768622,-0.353372
72,merge,concept:name,1.000000,0.262045,0.000000,0.768622,-0.375804
73,None,None,0.220999,0.248943,0.000000,0.768622,-0.375804
73,None,None,0.220999,0.248943,0.000000,0.768622,-0.375804
73,merge,case:customer_type,0.220999,0.248943,0.000000,1.000000,0.000000
73,split,concept:name,1.000000,0.248943,0.505051,1.000000,0.000000
74,merge,concept:name,1.000000,0.236496,0.000000,1.000000,0.000000
74,split,case:customer_type,1.000000,0.236496,0.000000,0.768622,-0.375804
74,split,concept:name,0.909507,0.236496,0.252525,0.768622,-0.353372
74,None,None,0.224428,0.236496,0.252525,0.768622,-0.353372
75,merge,concept:name,1.000000,0.224671,0.000000,0.768622,-0.375804
75,None,None,0.187742,0.224671,0.000000,0.768622,-0.375804
75,split,concept:name,0.904978,0.224671,0.252525,0.768622,-0.353372
75,merge,concept:name,1.000000,0.224671,0.000000,0.768622,-0.375804
76,merge,case:customer_type,0.171921,0.213437,0.000000,1.000000,0.000000
76,split,concept:name,1.000000,0.213437,0.505051,1.000000,0.000000
76,merge,concept:name,1.000000,0.213437,0.000000,1.000000,0.000000
76,split,concept:name,1.000000,0.213437,0.505051,1.000000,0.000000
77,merge,concept:name,1.000000,0.202765,0.000000,1.000000,0.000000
77,split,concept:name,1.000000,0.202765,0.505051,1.000000,0.000000
77,merge,concept:name,1.000000,0.202765,0.000000,1.000000,0.000000
77,split,case:customer_type,1.000000,0.202765,0.000000,0.768622,-0.375804
78,None,None,0.142141,0.192627,0.000000,0.768622,-0.375804
78,split,concept:name,0.890071,0.192627,0.252525,0.768622,-0.353372
78,merge,concept:name,1.000000,0.192627,0.000000,0.768622,-0.375804
78,None,None,0.142141,0.192627,0.000000,0.768622,-0.375804
79,None,None,0.128270,0.182996,0.000000,0.768622,-0.375804
79,split,concept:name,0.884633,0.182996,0.252525,0.768622,-0.353372
79,merge,concept:name,1.000000,0.182996,0.000000,0.768622,-0.375804
79,merge,case:customer_type,0.128270,0.182996,0.000000,1.000000,0.000000
80,split,concept:name,1.000000,0.173846,0.505051,1.000000,0.000000
80,merge,concept:name,1.000000,0.173846,0.000000,1.000000,0.000000
80,split,case:customer_type,1.000000,0.173846,0.000000,0.768622,-0.375804
80,split,concept:name,0.878944,0.173846,0.252525,0.768622,-0.353372
81,merge,concept:name,1.000000,0.165154,0.000000,0.768622,-0.375804
81,None,None,0.102748,0.165154,0.000000,0.768622,-0.375804
81,None,None,0.102748,0.165154,0.000000,0.768622,-0.375804
81,split,concept:name,0.872995,0.165154,0.252525,0.768622,-0.353372
82,merge,concept:name,1.000000,0.156896,0.000000,0.768622,-0.375804
82,None,None,0.091151,0.156896,0.000000,0.768622,-0.375804
82,merge,case:customer_type,0.091151,0.156896,0.000000,1.000000,0.000000
82,split,concept:name,1.000000,0.156896,0.505051,1.000000,0.000000
83,split,case:customer_type,1.000000,0.149051,0.252525,0.768622,-0.353372
83,None,None,0.093405,0.149051,0.252525,0.768622,-0.353372
83,merge,concept:name,1.000000,0.149051,0.000000,0.768622,-0.375804
83,None,None,0.080355,0.149051,0.000000,0.768622,-0.375804
84,split,concept:name,0.853491,0.141599,0.252525,0.768622,-0.353372
84,None,None,0.082448,0.141599,0.252525,0.768622,-0.353372
84,None,None,0.082448,0.141599,0.252525,0.768622,-0.353372
84,merge,concept:name,1.000000,0.141599,0.000000,0.768622,-0.375804
85,None,None,0.061195,0.134519,0.000000,0.768622,-0.375804
85,split,concept:name,0.846404,0.134519,0.252525,0.768622,-0.353372
85,merge,concept:name,1.000000,0.134519,0.000000,0.768622,-0.375804
85,split,concept:name,0.846404,0.134519,0.252525,0.768622,-0.353372
86,merge,concept:name,1.000000,0.127793,0.000000,0.768622,-0.375804
86,split,concept:name,0.839008,0.127793,0.252525,0.768622,-0.353372
86,merge,concept:name,1.000000,0.127793,0.000000,0.768622,-0.375804
86,split,concept:name,0.839008,0.127793,0.252525,0.768622,-0.353372
87,None,None,0.054436,0.121403,0.252525,0.768622,-0.353372
87,None,None,0.054436,0.121403,0.252525,0.768622,-0.353372
87,merge,concept:name,1.000000,0.121403,0.000000,0.768622,-0.375804
87,None,None,0.045252,0.121403,0.000000,0.768622,-0.375804
88,None,None,0.038449,0.115333,0.000000,0.768622,-0.375804
88,split,concept:name,0.823247,0.115333,0.252525,0.768622,-0.353372
88,None,None,0.046704,0.115333,0.252525,0.768622,-0.353372
88,None,None,0.046704,0.115333,0.252525,0.768622,-0.353372
89,merge,concept:name,1.000000,0.109566,0.000000,0.768622,-0.375804
89,split,concept:name,0.814863,0.109566,0.252525,0.768622,-0.353372
89,None,None,0.039749,0.109566,0.252525,0.768622,-0.353372
89,None,None,0.039749,0.109566,0.252525,0.768622,-0.353372
90,merge,case:customer_type,0.033543,0.104088,0.505051,1.000000,0.000000
90,split,case:customer_type,1.000000,0.104088,0.252525,0.768622,-0.353372
90,merge,concept:name,1.000000,0.104088,0.000000,0.768622,-0.375804
90,None,None,0.027040,0.104088,0.000000,0.768622,-0.375804
91,split,concept:name,0.797037,0.098884,0.252525,0.768622,-0.353372
91,merge,concept:name,1.000000,0.098884,0.000000,0.768622,-0.375804
91,None,None,0.022360,0.098884,0.000000,0.768622,-0.375804
91,split,concept:name,0.797037,0.098884,0.252525,0.768622,-0.353372
92,merge,concept:name,1.000000,0.093939,0.000000,0.768622,-0.375804
92,None,None,0.018307,0.093939,0.000000,0.768622,-0.375804
92,None,None,0.018307,0.093939,0.000000,0.768622,-0.375804
92,split,concept:name,0.787577,0.093939,0.252525,0.768622,-0.353372
93,merge,concept:name,1.000000,0.089242,0.000000,0.768622,-0.375804
93,None,None,0.014831,0.089242,0.000000,0.768622,-0.375804
93,split,concept:name,0.777741,0.089242,0.252525,0.768622,-0.353372
93,merge,concept:name,1.000000,0.089242,0.000000,0.768622,-0.375804
94,None,None,0.011883,0.084780,0.000000,0.768622,-0.375804
94,split,concept:name,0.767520,0.084780,0.252525,0.768622,-0.353372
94,merge,concept:name,1.000000,0.084780,0.000000,0.768622,-0.375804
94,split,concept:name,0.767520,0.084780,0.252525,0.768622,-0.353372
95,None,None,0.012432,0.080541,0.252525,0.768622,-0.353372
95,merge,concept:name,1.000000,0.080541,0.000000,0.768622,-0.375804
95,None,None,0.009410,0.080541,0.000000,0.768622,-0.375804
95,split,concept:name,0.756905,0.080541,0.252525,0.768622,-0.353372
96,merge,concept:name,1.000000,0.076514,0.000000,0.768622,-0.375804
96,split,concept:name,0.745891,0.076514,0.252525,0.768622,-0.353372
96,merge,concept:name,1.000000,0.076514,0.000000,0.768622,-0.375804
96,None,None,0.007361,0.076514,0.000000,0.768622,-0.375804
97,None,None,0.005684,0.072689,0.000000,0.768622,-0.375804
97,None,None,0.005684,0.072689,0.000000,0.768622,-0.375804
97,None,None,0.005684,0.072689,0.000000,0.768622,-0.375804
97,split,concept:name,0.734470,0.072689,0.252525,0.768622,-0.353372
98,merge,concept:name,1.000000,0.069054,0.000000,0.768622,-0.375804
98,None,None,0.004330,0.069054,0.000000,0.768622,-0.375804
98,None,None,0.004330,0.069054,0.000000,0.768622,-0.375804
98,None,None,0.722637,0.069054,0.000000,0.768622,-0.375804
99,None,None,0.003252,0.065601,0.000000,0.768622,-0.375804
99,None,None,0.710387,0.065601,0.000000,0.768622,-0.375804
99,split,concept:name,0.710387,0.065601,0.252525,0.768622,-0.353372
